name,city,state,adm_rate,pd1,pd3,pd4,pd5,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,pd19,pd22,pd23,pd24,pd25,pd26,pd27,pd29,pd30,pd31,pd38,pd39,pd40,pd41,pd42,pd43,pd44,pd45,pd46,pd47,pd48,pd49,pd50,pd51,pd52,pd54,pop,debt,earnings
Ohio University-Main Campus,Athens,OH,0.7427,0,0,0,0.0048,0.0984,0,0.0212,0,0.0599,0.0231,0.0069,0.0069,0.0176,0,0.01,0.059,0,0.0201,0.0028,0,0.0208,0.0303,0.0016,0,0.01,0,0.0269,0.0001,0.011,0.054,0,0,0,0.0022,0.0215,0.3855,0.0978,0.0078,23390,21250,39600
Ohio Valley University,Vienna,WV,0.3235,0,0,0,0,0,0,0,0,0.1529,0,0,0,0,0,0.0235,0.2588,0,0.0118,0.0235,0,0,0.0118,0,0.0471,0,0.0235,0.0941,0.0118,0,0.0118,0,0,0,0,0,0.0353,0.2706,0.0235,387,23250,32600
Ohio Wesleyan University,Delaware,OH,0.743,0,0.0149,0,0.0124,0.0174,0,0.0124,0,0.0448,0,0,0.0224,0,0,0.0871,0.005,0,0.1343,0.0174,0,0.0423,0.0622,0.01,0.005,0.0199,0,0.0697,0,0,0.1542,0,0,0,0,0.0821,0.0075,0.1318,0.0473,1725,27000,42700
Oklahoma Baptist University,Shawnee,OK,0.6048,0,0,0,0,0.0182,0,0.0122,0,0.155,0,0,0.0243,0.0304,0,0.0213,0,0,0.0517,0.003,0,0.0365,0.0304,0.0395,0.1064,0.0152,0,0.0578,0,0,0.0699,0,0,0,0,0.0395,0.1976,0.0912,0,1824,26000,35900
Oklahoma Christian University,Edmond,OK,0.6401,0,0,0,0,0.0724,0,0.0295,0,0.0965,0.134,0,0.0027,0.0456,0.008,0.0241,0.0617,0,0.059,0.0188,0,0,0.0536,0,0.0322,0.0027,0,0.0295,0,0,0.0107,0,0,0,0,0.0536,0.0724,0.185,0.008,1938,24500,36900
Oklahoma City University,Oklahoma City,OK,0.6777,0,0,0,0,0.0246,0,0.0053,0,0.0458,0,0,0.0035,0,0,0.0123,0.1901,0,0.0211,0.0018,0,0,0.0229,0.0176,0,0.007,0,0.0106,0.0088,0,0.0194,0,0,0,0,0.2148,0.3134,0.0775,0.0035,1793,23835,40100
Oklahoma Panhandle State University,Goodwell,OK,0.595,0.2192,0,0,0,0,0,0.0411,0,0.0342,0,0.0308,0,0,0,0.0068,0.1473,0,0.0719,0.0068,0,0.0034,0.1027,0,0,0.0103,0,0.0377,0.0103,0,0.0137,0,0,0,0,0.0171,0.1541,0.0753,0.0171,1136,18187,34800
Oklahoma State University-Main Campus,Stillwater,OK,0.7495,0.0836,0.0044,0.0092,0.0012,0.0459,0,0.0262,0,0.0656,0.0989,0.0311,0.0039,0.0709,0,0.01,0.0445,0,0.0588,0.007,0,0,0.0061,0.0017,0,0.007,0,0.0386,0.0138,0,0.0403,0,0,0,0.0131,0.0194,0.0335,0.2583,0.0068,20636,20083.5,43800
Oklahoma Wesleyan University,Bartlesville,OK,0.627,0,0,0,0,0.0207,0,0,0,0.068,0,0,0,0,0,0.003,0.0592,0,0.0148,0.0059,0,0,0.0414,0.0237,0.0976,0.0059,0,0.0266,0,0,0,0,0,0,0,0.003,0.3432,0.287,0,1153,21276.5,46100
Old Dominion University,Norfolk,VA,0.8189,0,0,0,0.0056,0,0,0.0101,0,0.0641,0.0644,0.0421,0.0041,0,0,0.0743,0,0,0.0558,0.0079,0,0.0669,0.015,0.0018,0,0.0074,0,0.0763,0,0,0.1324,0,0,0,0,0.0325,0.1843,0.1336,0.0216,19842,23178.5,42500
Olivet College,Olivet,MI,0.6143,0,0.0297,0,0,0.0446,0,0.005,0,0.0693,0,0,0,0,0,0.0099,0.005,0,0.1337,0.005,0,0,0.198,0,0,0.0099,0,0.0347,0.1535,0,0.0446,0,0,0,0,0.0297,0,0.2079,0.0198,945,27000,35200
Olivet Nazarene University,Bourbonnais,IL,0.7449,0,0,0.009,0,0.036,0,0.0116,0,0.0978,0.0373,0,0,0.0167,0,0.0167,0.0013,0,0.036,0.0051,0,0,0.0232,0.0064,0.0579,0.0167,0,0.0373,0.0245,0.045,0.0335,0,0,0,0,0.027,0.2625,0.1918,0.0064,3504,25000,38500
Omaha School of Massage and Healthcare of Herzing University,Omaha,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,146,23216.5,42300
Oral Roberts University,Tulsa,OK,0.7976,0,0.0039,0,0,0.0875,0,0.0097,0,0.07,0.037,0,0.0097,0,0,0.0214,0.0078,0,0.0447,0.0058,0,0.0097,0.0409,0,0.1595,0.0019,0,0.0603,0,0.037,0.0195,0,0,0,0,0.072,0.107,0.1829,0.0117,2947,27000,35100
Oregon Institute of Technology,Klamath Falls,OR,0.5984,0,0.0071,0,0,0.017,0,0.0355,0,0,0.1335,0.1335,0,0,0,0,0,0,0.0241,0.0057,0,0.0128,0,0,0,0,0,0.0568,0,0,0,0,0,0,0,0,0.5085,0.0653,0,3457,25322.5,52000
Oregon State University,Corvallis,OR,0.7776,0.0685,0.0689,0,0.0034,0.0183,0,0.0317,0,0.0145,0.1459,0,0.0081,0.1089,0,0.016,0.0374,0,0.0676,0.0068,0,0.0368,0.0432,0.0015,0,0.0179,0,0.0291,0,0,0.0642,0,0,0,0,0.0179,0.0491,0.1325,0.0119,22925,23000,46000
Orleans Technical Institute,Philadelphia,PA,0.5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707,0,0.6414,0.2251,0,0,0,0,0,0,332,7521,29100
Otis College of Art and Design,Los Angeles,CA,0.6648,0,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9505,0,0,0,1090,27000,46800
Ottawa University-Ottawa,Ottawa,KS,0.9947,0,0,0,0,0.1075,0,0,0,0.086,0,0,0,0,0,0.0215,0,0,0.0645,0.0215,0,0,0.2258,0.0108,0,0,0,0.0323,0,0.1183,0,0,0,0,0,0.0323,0,0.2473,0.0323,587,22000,40300
Otterbein University,Westerville,OH,0.7531,0.0093,0.0168,0,0.0056,0.0729,0,0.0093,0,0.129,0,0,0.0019,0,0,0.0336,0.015,0,0.0411,0.0075,0,0,0.0542,0.0037,0,0.015,0,0.0804,0,0,0.0318,0,0,0,0,0.1458,0.1869,0.1271,0.0131,2271,27000,41200
Ouachita Baptist University,Arkadelphia,AR,0.7061,0,0,0,0,0.0648,0,0.0085,0,0.0817,0,0,0.0197,0,0,0.0225,0,0,0.1324,0.0169,0,0,0.0507,0.0254,0.0817,0.0113,0,0.0507,0,0,0.0338,0,0,0,0,0.1099,0.0535,0.1746,0.062,1455,23250,37400
Our Lady of the Lake College,Baton Rouge,LA,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0.0121,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9697,0,0,1551,25000,43700
Our Lady of the Lake University,San Antonio,TX,0.4952,0,0,0,0,0.0369,0,0.0523,0,0.0615,0,0,0.0031,0.0462,0,0.0215,0.0246,0,0.0462,0.0092,0,0,0.0338,0.0031,0,0.0092,0,0.0769,0.0738,0.0892,0.0185,0,0,0,0,0.0277,0.1477,0.2154,0.0031,1556,25000,37200
Pace University-New York,New York,NY,0.8499,0,0.0125,0,0.0011,0.1179,0,0.0501,0,0.0217,0,0.0581,0.0034,0,0,0.0279,0.0291,0,0.0313,0.004,0,0.0011,0,0.0034,0,0.0011,0,0.0821,0.0427,0,0.0416,0,0,0,0,0.0695,0.0906,0.3031,0.0074,8163,25000,57700
Pacific Lutheran University,Tacoma,WA,0.7501,0,0,0,0.0091,0.0636,0,0.013,0,0.0843,0.0039,0,0.0311,0,0,0.0311,0,0,0.0882,0.0272,0,0.0324,0.0558,0.0052,0,0.0636,0,0.0778,0,0.0117,0.0947,0,0,0,0,0.0623,0.1051,0.1206,0.0195,2874,26800,46400
Pacific Northwest College of Art,Portland,OR,0.8235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,409,29375,22100
Pacific Rim Christian University,Honolulu,HI,0.8571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2632,0.4737,0,0,0,0,0,0,0,0,0,0,0.2632,0,0,0,96,24921,26400
Pacific Union College,Angwin,CA,0.4744,0,0.0076,0,0,0.0433,0,0,0,0.0585,0,0,0.0254,0,0,0.0127,0,0,0.0992,0.0076,0,0,0.0178,0.028,0,0.0051,0,0.0483,0,0.0229,0,0,0,0,0.0076,0.0534,0.458,0.0891,0.0153,1583,28500,45700
Pacific University,Forest Grove,OR,0.8045,0,0.016,0,0,0.0348,0,0.008,0,0.0722,0,0,0.0241,0,0,0.0374,0,0,0.123,0.0241,0,0.0241,0.1203,0.0107,0,0.0374,0,0.0802,0,0.0134,0.0882,0,0,0,0,0.0401,0.131,0.0963,0.0187,1802,26604,41200
Paine College,Augusta,GA,0.2181,0,0,0,0,0.0926,0,0,0,0.0648,0,0,0,0,0,0.0278,0,0,0.0741,0.0185,0,0.0093,0,0.037,0,0,0,0.1852,0,0,0.2037,0,0,0,0,0.0093,0,0.1944,0.0833,841,38185,26500
Palm Beach Atlantic University,West Palm Beach,FL,0.9527,0,0,0,0,0.0415,0,0.0083,0,0.0539,0,0,0,0,0.0041,0.0207,0.0062,0,0.0332,0.0062,0,0.0041,0.0249,0.0041,0.1058,0.0373,0,0.1017,0,0,0.0166,0,0,0,0,0.0975,0.11,0.3091,0.0145,2585,24750,37100
Palmer College of Chiropractic,Davenport,IA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964,0,0,34,7500,40400
Park University,Parkville,MO,0.6663,0,0,0,0,0.0072,0,0.0267,0,0.0186,0.0014,0,0,0,0,0.0005,0.0005,0,0.0072,0.0018,0,0,0,0,0,0.0009,0,0.1633,0.0661,0.0136,0.0072,0,0,0,0.0005,0.0095,0.0615,0.6131,0.0005,9750,20500,44300
Paul Quinn College,Dallas,TX,0.8997,0,0,0,0,0,0,0,0,0.0952,0,0,0,0,0,0,0.1429,0,0.1429,0,0,0,0.1905,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0.2857,0,272,38125,27100
Paul Smiths College of Arts and Science,Paul Smiths,NY,0.9843,0,0.4523,0,0,0,0,0,0.1908,0,0,0.0389,0,0.0106,0,0,0,0,0.0212,0,0,0.0565,0.1025,0,0,0,0,0,0,0,0.0141,0,0,0,0,0,0,0.1131,0,891,24353,32600
Penn Commercial Business/Technical School,Washington,PA,0.8866,0,0,0,0,0,0,0.0845,0,0,0,0.0352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.0704,0,0,0,0.4859,0.1549,0,335,12696,24800
Pennsylvania Academy of the Fine Arts,Philadelphia,PA,0.9811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,169,27000,24700
Pennsylvania College of Art and Design,Lancaster,PA,0.4229,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9667,0,0,0,200,27000,26800
Pennsylvania College of Health Sciences,Lancaster,PA,0.4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1415,18500,49300
Pennsylvania State University-Main Campus,University Park,PA,0.5029,0.0329,0.014,0.0074,0.003,0.0935,0,0.0508,0,0.0394,0.1459,0,0.0144,0.0246,0,0.0134,0.0015,0,0.0514,0.0175,0,0.0133,0.0384,0.0042,0,0.0342,0.0021,0.0429,0.0393,0,0.0796,0,0,0,0,0.0228,0.0563,0.1454,0.0121,39958,27000,47700
Pennsylvania State University-Penn State Abington,Abington,PA,0.7934,0,0,0,0.0017,0,0,0.0637,0,0.0201,0,0,0,0,0,0.0385,0.0553,0,0.0251,0,0,0.062,0,0,0,0,0,0.1256,0.0988,0,0,0,0,0,0,0.0251,0.139,0.3099,0.0352,3505,27000,47700
Pennsylvania State University-Penn State Altoona,Altoona,PA,0.8835,0,0.0389,0,0,0.0365,0,0.0341,0,0.0438,0.146,0.0024,0,0.0681,0,0.0195,0.0341,0,0.0195,0.0073,0,0.0073,0,0,0,0,0,0.0633,0.0949,0,0.0049,0,0,0,0,0.0243,0.2068,0.1314,0.017,3829,27000,47700
Pennsylvania State University-Penn State Beaver,Monaca,PA,0.8107,0,0,0,0,0.0635,0,0.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.2063,0,0,0,0,0,0,0,0,0.2698,0,665,27000,47700
Pennsylvania State University-Penn State Berks,Reading,PA,0.8866,0,0,0,0.0109,0.071,0,0.0847,0,0.0519,0.0738,0.0219,0.0137,0,0,0.0301,0.0109,0,0.0847,0,0,0.0656,0.0847,0,0,0,0,0.112,0.0027,0,0,0,0,0,0,0.0109,0.0628,0.2077,0,2699,27000,47700
Pennsylvania State University-Penn State Brandywine,Media,PA,0.8477,0,0,0,0.041,0.159,0,0.1128,0,0,0,0,0,0.3385,0,0.0256,0.0256,0,0,0,0,0,0,0,0,0,0,0.0923,0,0,0,0,0,0,0,0,0.0359,0.1692,0,1334,27000,47700
Pennsylvania State University-Penn State DuBois,DuBois,PA,0.8862,0,0.0984,0,0,0,0,0.041,0,0,0.082,0.0574,0,0.1148,0,0,0.0656,0,0,0,0,0,0,0,0,0.0328,0,0,0,0,0,0,0,0,0,0,0.3443,0.1639,0,490,27000,47700
Pennsylvania State University-Penn State Erie-Behrend College,Erie,PA,0.867,0,0,0,0.0012,0.0407,0,0.0267,0,0.0023,0.1686,0.0837,0.0012,0.0093,0.0012,0.0105,0.0151,0,0.0384,0.0174,0,0.0081,0,0,0,0.0116,0,0.0523,0.0058,0,0.0151,0,0,0,0,0.0012,0.1233,0.3547,0.0116,3891,27000,47700
Pennsylvania State University-Penn State Fayette- Eberly,Lemont Furnace,PA,0.8359,0,0,0,0,0,0,0.0206,0,0,0,0.2016,0,0.0535,0,0,0.0206,0,0,0,0,0,0,0,0,0,0,0,0.0658,0,0,0,0,0,0,0,0.4815,0.1564,0,666,27000,47700
Pennsylvania State University-Penn State Greater Allegheny,McKeesport,PA,0.7584,0,0,0,0,0.0714,0,0.125,0,0,0,0,0,0,0,0.1786,0.0536,0,0,0,0,0,0,0,0,0,0,0.2679,0,0,0,0,0,0,0,0,0,0.3036,0,554,27000,47700
Pennsylvania State University-Penn State Harrisburg,Middletown,PA,0.8208,0,0,0,0.0136,0.0471,0,0.0397,0,0.0583,0.2494,0,0,0.0261,0,0.0199,0.0236,0,0,0.0087,0,0.0124,0,0,0,0,0,0.0546,0.0806,0.0385,0.0149,0,0,0,0,0,0.0782,0.2345,0,3595,27000,47700
Pennsylvania State University-Penn State Hazleton,Hazleton,PA,0.8598,0,0,0,0,0,0,0.0619,0,0,0.0442,0.0531,0,0,0,0,0.1239,0,0,0,0,0,0,0,0,0,0,0.0973,0,0,0,0,0,0,0,0,0.5133,0.1062,0,803,27000,47700
Pennsylvania State University-Penn State Lehigh Valley,Center Valley,PA,0.8512,0,0,0,0,0.0104,0,0.0625,0,0.1667,0,0,0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0.2917,0,0,0.0104,0,0,0,0,0,0,0.4375,0,775,27000,47700
Pennsylvania State University-Penn State Mont Alto,Mont Alto,PA,0.7802,0,0.0886,0,0,0,0,0.0696,0,0,0,0,0,0.1772,0,0.019,0.0443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4494,0.1519,0,837,27000,47700
Pennsylvania State University-Penn State New Kensington,New Kensington,PA,0.8123,0,0,0,0,0.0909,0,0.2348,0,0,0.0909,0.0909,0,0,0,0,0.0227,0,0,0,0,0,0,0,0,0,0,0.0455,0.0076,0,0,0,0,0,0,0,0.2273,0.1894,0,627,27000,47700
Pennsylvania State University-Penn State Schuylkill,Schuylkill Haven,PA,0.7478,0,0,0,0,0,0,0.0446,0,0,0,0,0,0.0536,0,0,0.0268,0,0,0,0,0,0,0,0,0,0,0.1518,0.2054,0,0,0,0,0,0,0,0.3304,0.1875,0,755,27000,47700
Pennsylvania State University-Penn State Shenango,Sharon,PA,0.6716,0,0,0,0.0075,0,0,0.0526,0,0,0,0,0,0.1729,0,0,0.0977,0,0,0,0,0,0,0,0,0,0,0,0.0376,0,0,0,0,0,0,0,0.5338,0.0977,0,468,27000,47700
Pennsylvania State University-Penn State Wilkes-Barre,Lehman,PA,0.838,0,0,0,0,0,0,0.1038,0,0,0.1887,0.0755,0,0,0,0.0472,0.0094,0,0,0,0,0,0,0,0,0,0,0,0.2264,0,0,0,0,0,0,0,0,0.3491,0,493,27000,47700
Pennsylvania State University-Penn State Worthington Scranton,Dunmore,PA,0.7611,0,0,0,0.0108,0,0,0.1081,0,0,0,0,0,0.1568,0,0.0486,0.0703,0,0,0,0,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3351,0.2595,0,1073,27000,47700
Pennsylvania State University-Penn State York,York,PA,0.8335,0,0,0,0,0.069,0,0.1983,0,0,0.0517,0.0776,0,0.2414,0,0.0345,0.0431,0,0,0,0,0.0345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,948,27000,47700
Pennsylvania State University-World Campus,University Park,PA,0.5808,0.0403,0.0049,0,0,0.001,0,0.1306,0,0,0,0,0,0.0138,0,0,0.1081,0,0,0,0,0,0,0,0,0.0187,0,0.1434,0.0972,0,0.0285,0,0,0,0,0,0.167,0.2466,0,5736,27000,47700
Pepperdine University,Malibu,CA,0.3546,0,0,0,0.0173,0.1636,0,0,0,0.005,0,0,0.005,0,0,0.0372,0.0248,0,0.0372,0.0112,0,0.0533,0.0458,0.0273,0,0.0062,0,0.0843,0,0,0.1004,0,0,0,0,0.0496,0,0.3222,0.0099,3434,26500,59200
Pfeiffer University,Misenheimer,NC,0.4723,0,0.0163,0,0,0.0203,0,0.0447,0,0.0732,0,0,0,0.0447,0,0.0203,0.0041,0,0.0122,0.0122,0,0.0203,0.0813,0.0285,0.0122,0.0041,0,0.0447,0.0854,0.0163,0.0163,0,0,0,0,0.0447,0.126,0.252,0.0203,951,24000,36000
Philadelphia University,Philadelphia,PA,0.6394,0,0,0.1587,0,0.0324,0,0.0108,0,0,0.0339,0,0,0,0.02,0,0,0,0.0062,0,0,0.0185,0,0,0,0.0031,0,0.0601,0.0046,0,0,0,0,0,0,0.2065,0.1664,0.2789,0,2885,27800,48300
Piedmont College,Demorest,GA,0.5755,0,0.0031,0,0,0.0521,0,0,0,0.2791,0,0,0.0061,0,0,0.0092,0,0,0.0184,0.0092,0,0.0031,0,0.0061,0,0.0031,0,0.0644,0.0399,0,0.0153,0,0,0,0,0.1043,0.184,0.1748,0.0276,1286,23958,39700
Piedmont International University,Winston-Salem,NC,0.4607,0,0,0,0,0,0,0,0,0.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,20427,30300
Pine Manor College,Chestnut Hill,MA,0.6784,0,0,0,0,0.0508,0,0,0,0.1186,0,0,0,0.0169,0,0.0508,0.0339,0,0.1864,0,0,0,0,0,0,0,0,0.1525,0,0,0.1695,0,0,0,0,0,0.0339,0.1695,0.0169,401,32125,33400
Pittsburg State University,Pittsburg,KS,0.7919,0,0,0,0,0.0383,0.0365,0.0071,0,0.138,0,0.1327,0.0018,0.0329,0,0.0134,0.0347,0,0.0454,0.0036,0,0.008,0.0356,0,0,0.0098,0,0.0463,0.0214,0.0347,0.024,0,0.0249,0,0,0.0134,0.0899,0.195,0.0125,5842,19557,37400
Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,0.6446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,17313,34300
Pittsburgh Technical Institute,Oakdale,PA,0.8532,0,0,0,0,0,0,0.1437,0,0,0,0.3094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804,0,0,0,0.0512,0,0,0,0.2911,0.1242,0,2034,17068,34500
Pitzer College,Claremont,CA,0.1302,0,0.1058,0.0036,0.0584,0.0438,0,0.0036,0,0.0109,0,0,0.0255,0,0.0036,0.0474,0,0,0.0438,0.0182,0,0.1204,0,0.0109,0,0.0182,0,0.1277,0,0.0073,0.2263,0,0,0,0,0.0657,0,0.0328,0.0255,1076,16050,45100
Platt College-Aurora,Aurora,CO,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,209,41853,27500
Plaza College,Forest Hills,NY,0.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4037,0.5963,0,716,14289.5,22400
Plymouth State University,Plymouth,NH,0.752,0,0.0166,0.0055,0,0.0565,0,0.0233,0,0.1508,0,0,0.0044,0,0,0.041,0.0022,0,0.0222,0.0111,0,0.0144,0.0798,0.0033,0,0.0177,0,0.0732,0.0721,0.0222,0.0421,0,0,0,0,0.0698,0.0543,0.2051,0.0122,3644,27000,37100
Point Loma Nazarene University,San Diego,CA,0.6953,0,0.0085,0,0,0.0442,0,0.0068,0,0.017,0.0068,0,0.0051,0.0527,0,0.0204,0.0289,0,0.0867,0.0119,0,0.0119,0.0612,0.017,0.0255,0.0102,0,0.0816,0,0.0136,0.051,0,0,0,0,0.0442,0.1701,0.2058,0.0187,2560,25000,48300
Point Park University,Pittsburgh,PA,0.7074,0,0,0,0,0.1338,0.0015,0.0368,0.0132,0.0529,0,0.0515,0,0,0.0147,0.0235,0.0088,0,0.0176,0,0,0.0191,0,0,0,0,0,0.0235,0.0926,0.0118,0.0059,0,0,0,0,0.2676,0.0044,0.2147,0.0059,3100,27000,36600
Point University,West Point,GA,0.5189,0,0,0,0,0,0,0,0,0.0055,0,0,0,0.0304,0,0.0083,0.1271,0,0.0193,0,0,0.0028,0,0,0.2818,0,0,0.3343,0.0055,0,0.0028,0,0,0,0,0.0166,0,0.1547,0.011,1399,30638,29600
Pomeroy College of Nursing at Crouse Hospital,Syracuse,NY,0.2542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,345,16125,53700
Pomona College,Claremont,CA,0.1219,0,0.0639,0,0.0179,0.0281,0,0.0384,0,0,0,0,0.023,0,0,0.0332,0,0,0.1816,0.0793,0,0.0409,0,0.0307,0,0.087,0,0.0844,0,0.0384,0.1739,0,0,0,0,0.0332,0,0,0.046,1635,9788,51400
Pontifical Catholic University of Puerto Rico-Arecibo,Arecibo,PR,0.4286,0,0,0,0,0,0,0.0476,0,0.0635,0,0,0,0,0,0,0.1111,0,0.4127,0,0,0,0,0,0,0,0,0,0,0,0.0794,0,0,0,0,0,0.1111,0.1746,0,616,13195,17900
Pontifical Catholic University of Puerto Rico-Mayaguez,Mayaguez,PR,0.5631,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0.026,0,0.0781,0,0,0,0,0,0,0,0,0.0573,0.0833,0.1771,0.0573,0,0,0,0,0,0.099,0.3229,0,1391,13195,17900
Pontifical Catholic University of Puerto Rico-Ponce,Ponce,PR,0.7356,0,0,0.0054,0,0.0352,0,0,0,0.065,0,0,0.0054,0,0.0108,0.0014,0.065,0,0.0366,0.0014,0,0,0.0203,0.0081,0,0.0312,0,0.0569,0,0.0732,0.0596,0,0,0,0,0.0366,0.3144,0.1734,0,5730,13195,17900
Portfolio Center,Atlanta,GA,0.3333,0,0,0,0,0.0472,0.0755,0.2736,0,0,0,0,0,0,0,0.0094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5943,0,0,0,81,9500,54200
Portland State University,Portland,OR,0.6933,0,0.016,0.0087,0.005,0.024,0,0.0158,0,0,0.048,0,0.0334,0.0162,0,0.0315,0.0656,0,0.0453,0.0117,0,0.029,0,0.0062,0,0.0146,0,0.0736,0.0432,0.0258,0.1691,0,0,0,0,0.0613,0.0752,0.1632,0.0176,19662,23368.5,42100
Post University,Waterbury,CT,0.8707,0.0088,0.002,0,0,0,0,0,0,0,0,0,0,0.0875,0.0698,0,0.001,0,0.0079,0,0,0,0.0315,0,0,0,0,0.0334,0.0914,0.0482,0.0029,0,0,0,0,0,0,0.6155,0,6594,26512,36800
Prairie View A & M University,Prairie View,TX,0.3913,0.0292,0,0.0363,0,0.0433,0,0.0151,0,0,0.1198,0.0262,0.001,0.0181,0,0.007,0,0,0.0413,0.006,0,0.0473,0.0473,0,0,0.0141,0,0.0584,0.0886,0.0433,0.0282,0,0,0,0,0.0131,0.1893,0.1188,0.0081,6905,28554,34100
Pratt Institute-Main,Brooklyn,NY,0.5299,0,0,0.1405,0,0,0,0,0,0.015,0,0,0,0,0,0.0437,0,0,0,0,0,0.0123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7653,0,0.0232,0,3232,26691,40900
Presbyterian College,Clinton,SC,0.5372,0,0,0,0,0,0,0.0043,0,0.0681,0,0,0.0468,0,0,0.0553,0,0,0.1489,0.0298,0,0.017,0,0.0298,0.017,0.0638,0,0.1149,0,0,0.0809,0,0,0,0,0.034,0,0.217,0.0723,1032,25875,40800
Prescott College,Prescott,AZ,0.6873,0,0.1373,0.0065,0,0,0,0,0,0.281,0,0,0,0.0392,0,0.0327,0.0588,0,0.1046,0,0,0.0131,0.0784,0,0,0.0065,0,0.1438,0,0.0131,0.0523,0,0,0,0,0.0327,0,0,0,454,24398.5,33300
Presentation College,Aberdeen,SD,0.5695,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.0402,0,0,0,0,0,0,0.0352,0,0.0151,0,0.0503,0,0,0,0,0,0,0.794,0.0553,0,705,25000,35900
Princeton University,Princeton,NJ,0.0744,0,0,0.0118,0.0205,0,0,0,0,0,0.1965,0,0.0418,0,0,0.0395,0,0,0.1034,0.0276,0,0.0039,0,0.0316,0,0.0639,0,0.0537,0,0.0679,0.2557,0,0,0,0,0.0245,0,0,0.0576,5258,7500,77900
Prism Career Institute-Cherry Hill,Cherry Hill,NJ,0.7877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,16609,24900
Prism Career Institute-Philadelphia,Philadelphia,PA,0.8097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,396,16609,24900
Prism Career Institute-West Atlantic City,West  Atlantic City,NJ,0.5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,64,16609,24900
Professional Skills Institute,Maumee,OH,0.8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,286,17740,25600
